filepath	title	cname	value	sample_weights_by_class
/mnt/extension/experiment/COCO/val2017//000000017178.jpg	Rank the numbers of horse.	horse	5	0.0222222222222222
/mnt/extension/experiment/COCO/val2017//000000507975.jpg	Rank the numbers of horse.	horse	4	0.0158730158730158
/mnt/extension/experiment/COCO/val2017//000000463522.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000213547.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000456015.jpg	Rank the numbers of horse.	horse	4	0.0158730158730158
/mnt/extension/experiment/COCO/val2017//000000547886.jpg	Rank the numbers of horse.	horse	3	0.0069444444444444
/mnt/extension/experiment/COCO/val2017//000000069356.jpg	Rank the numbers of apple.	apple	8	0.0147058823529411
/mnt/extension/experiment/COCO/val2017//000000139099.jpg	Rank the numbers of apple.	apple	3	0.004524886877828
/mnt/extension/experiment/COCO/val2017//000000348243.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000382111.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000317433.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000132408.jpg	Rank the numbers of horse.	horse	3	0.0069444444444444
/mnt/extension/experiment/COCO/val2017//000000191288.jpg	Rank the numbers of horse.	horse	3	0.0069444444444444
/mnt/extension/experiment/COCO/val2017//000000260106.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000100510.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000441442.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000140270.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000553990.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000097924.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000331799.jpg	Rank the numbers of apple.	apple	11	0.0294117647058823
/mnt/extension/experiment/COCO/val2017//000000234807.jpg	Rank the numbers of horse.	horse	3	0.0069444444444444
/mnt/extension/experiment/COCO/val2017//000000213935.jpg	Rank the numbers of apple.	apple	5	0.0294117647058823
/mnt/extension/experiment/COCO/val2017//000000488251.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000138954.jpg	Rank the numbers of apple.	apple	8	0.0147058823529411
/mnt/extension/experiment/COCO/val2017//000000560880.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000048555.jpg	Rank the numbers of horse.	horse	3	0.0069444444444444
/mnt/extension/experiment/COCO/val2017//000000061584.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000244099.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000460682.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000481159.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000116362.jpg	Rank the numbers of apple.	apple	3	0.004524886877828
/mnt/extension/experiment/COCO/val2017//000000273711.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000079229.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000381971.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000396863.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000576052.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000344888.jpg	Rank the numbers of horse.	horse	3	0.0069444444444444
/mnt/extension/experiment/COCO/val2017//000000461009.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000322959.jpg	Rank the numbers of apple.	apple	4	0.0098039215686274
/mnt/extension/experiment/COCO/val2017//000000522007.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000193926.jpg	Rank the numbers of apple.	apple	2	0.0042016806722689
/mnt/extension/experiment/COCO/val2017//000000481582.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000227898.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000349480.jpg	Rank the numbers of apple.	apple	2	0.0042016806722689
/mnt/extension/experiment/COCO/val2017//000000298697.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000166747.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000012748.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000173091.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000076416.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000479596.jpg	Rank the numbers of apple.	apple	14	0.0588235294117647
/mnt/extension/experiment/COCO/val2017//000000359833.jpg	Rank the numbers of apple.	apple	120	0.0588235294117647
/mnt/extension/experiment/COCO/val2017//000000188592.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000357888.jpg	Rank the numbers of apple.	apple	4	0.0098039215686274
/mnt/extension/experiment/COCO/val2017//000000485844.jpg	Rank the numbers of apple.	apple	2	0.0042016806722689
/mnt/extension/experiment/COCO/val2017//000000252216.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000348488.jpg	Rank the numbers of horse.	horse	4	0.0158730158730158
/mnt/extension/experiment/COCO/val2017//000000406570.jpg	Rank the numbers of apple.	apple	43	0.0588235294117647
/mnt/extension/experiment/COCO/val2017//000000261888.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000241677.jpg	Rank the numbers of horse.	horse	13	0.037037037037037
/mnt/extension/experiment/COCO/val2017//000000356261.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000275392.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000088265.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000119452.jpg	Rank the numbers of apple.	apple	2	0.0042016806722689
/mnt/extension/experiment/COCO/val2017//000000388903.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000242724.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000206838.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000380203.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000367818.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000054931.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000482719.jpg	Rank the numbers of apple.	apple	4	0.0098039215686274
/mnt/extension/experiment/COCO/val2017//000000492282.jpg	Rank the numbers of horse.	horse	5	0.0222222222222222
/mnt/extension/experiment/COCO/val2017//000000051309.jpg	Rank the numbers of horse.	horse	5	0.0222222222222222
/mnt/extension/experiment/COCO/val2017//000000040471.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000546823.jpg	Rank the numbers of horse.	horse	3	0.0069444444444444
/mnt/extension/experiment/COCO/val2017//000000372307.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000189078.jpg	Rank the numbers of apple.	apple	2	0.0042016806722689
/mnt/extension/experiment/COCO/val2017//000000434247.jpg	Rank the numbers of horse.	horse	6	0.1111111111111111
/mnt/extension/experiment/COCO/val2017//000000121242.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000427655.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000191614.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000304291.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000473406.jpg	Rank the numbers of apple.	apple	10	0.0588235294117647
/mnt/extension/experiment/COCO/val2017//000000030213.jpg	Rank the numbers of apple.	apple	6	0.0196078431372549
/mnt/extension/experiment/COCO/val2017//000000217753.jpg	Rank the numbers of apple.	apple	29	0.0588235294117647
/mnt/extension/experiment/COCO/val2017//000000409424.jpg	Rank the numbers of apple.	apple	3	0.004524886877828
/mnt/extension/experiment/COCO/val2017//000000376307.jpg	Rank the numbers of apple.	apple	4	0.0098039215686274
/mnt/extension/experiment/COCO/val2017//000000551660.jpg	Rank the numbers of apple.	apple	3	0.004524886877828
/mnt/extension/experiment/COCO/val2017//000000530836.jpg	Rank the numbers of apple.	apple	3	0.004524886877828
/mnt/extension/experiment/COCO/val2017//000000047819.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000356968.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000015956.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000156278.jpg	Rank the numbers of apple.	apple	3	0.004524886877828
/mnt/extension/experiment/COCO/val2017//000000575970.jpg	Rank the numbers of apple.	apple	3	0.004524886877828
/mnt/extension/experiment/COCO/val2017//000000214753.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000226883.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000118209.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000529105.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000377486.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000308545.jpg	Rank the numbers of horse.	horse	3	0.0069444444444444
/mnt/extension/experiment/COCO/val2017//000000454798.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000006614.jpg	Rank the numbers of apple.	apple	2	0.0042016806722689
/mnt/extension/experiment/COCO/val2017//000000146667.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000419201.jpg	Rank the numbers of horse.	horse	5	0.0222222222222222
/mnt/extension/experiment/COCO/val2017//000000384513.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000335450.jpg	Rank the numbers of horse.	horse	3	0.0069444444444444
/mnt/extension/experiment/COCO/val2017//000000553664.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000431876.jpg	Rank the numbers of horse.	horse	4	0.0158730158730158
/mnt/extension/experiment/COCO/val2017//000000276024.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000462904.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000263966.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000353051.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000199236.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000265816.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000407825.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000060899.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000484351.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000565776.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000269932.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000047571.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000023126.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000242678.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000229948.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000158660.jpg	Rank the numbers of apple.	apple	4	0.0098039215686274
/mnt/extension/experiment/COCO/val2017//000000006012.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000044260.jpg	Rank the numbers of apple.	apple	8	0.0147058823529411
/mnt/extension/experiment/COCO/val2017//000000479155.jpg	Rank the numbers of apple.	apple	6	0.0196078431372549
/mnt/extension/experiment/COCO/val2017//000000045070.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000185599.jpg	Rank the numbers of apple.	apple	3	0.004524886877828
/mnt/extension/experiment/COCO/val2017//000000540502.jpg	Rank the numbers of apple.	apple	2	0.0042016806722689
/mnt/extension/experiment/COCO/val2017//000000148999.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000368335.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000002149.jpg	Rank the numbers of apple.	apple	8	0.0147058823529411
/mnt/extension/experiment/COCO/val2017//000000192871.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000134856.jpg	Rank the numbers of horse.	horse	3	0.0069444444444444
/mnt/extension/experiment/COCO/val2017//000000267933.jpg	Rank the numbers of horse.	horse	12	0.1111111111111111
/mnt/extension/experiment/COCO/val2017//000000040036.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000576955.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000185473.jpg	Rank the numbers of horse.	horse	13	0.037037037037037
/mnt/extension/experiment/COCO/val2017//000000029187.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000113589.jpg	Rank the numbers of apple.	apple	6	0.0196078431372549
/mnt/extension/experiment/COCO/val2017//000000181753.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000303499.jpg	Rank the numbers of horse.	horse	5	0.0222222222222222
/mnt/extension/experiment/COCO/val2017//000000363461.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000491683.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000060855.jpg	Rank the numbers of apple.	apple	2	0.0042016806722689
/mnt/extension/experiment/COCO/val2017//000000498919.jpg	Rank the numbers of apple.	apple	13	0.0294117647058823
/mnt/extension/experiment/COCO/val2017//000000134034.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000128598.jpg	Rank the numbers of apple.	apple	2	0.0042016806722689
/mnt/extension/experiment/COCO/val2017//000000074209.jpg	Rank the numbers of apple.	apple	3	0.004524886877828
/mnt/extension/experiment/COCO/val2017//000000140286.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000481480.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000508639.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000548506.jpg	Rank the numbers of apple.	apple	5	0.0294117647058823
/mnt/extension/experiment/COCO/val2017//000000110999.jpg	Rank the numbers of apple.	apple	3	0.004524886877828
/mnt/extension/experiment/COCO/val2017//000000066231.jpg	Rank the numbers of apple.	apple	2	0.0042016806722689
/mnt/extension/experiment/COCO/val2017//000000331280.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000303566.jpg	Rank the numbers of apple.	apple	194	0.0588235294117647
/mnt/extension/experiment/COCO/val2017//000000453341.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000299609.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000080659.jpg	Rank the numbers of horse.	horse	4	0.0158730158730158
/mnt/extension/experiment/COCO/val2017//000000303653.jpg	Rank the numbers of horse.	horse	3	0.0069444444444444
/mnt/extension/experiment/COCO/val2017//000000386210.jpg	Rank the numbers of apple.	apple	25	0.0588235294117647
/mnt/extension/experiment/COCO/val2017//000000216277.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000014226.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000007281.jpg	Rank the numbers of horse.	horse	2	0.0039682539682539
/mnt/extension/experiment/COCO/val2017//000000050380.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
/mnt/extension/experiment/COCO/val2017//000000439180.jpg	Rank the numbers of horse.	horse	13	0.037037037037037
/mnt/extension/experiment/COCO/val2017//000000280891.jpg	Rank the numbers of apple.	apple	7	0.0294117647058823
/mnt/extension/experiment/COCO/val2017//000000203095.jpg	Rank the numbers of apple.	apple	2	0.0042016806722689
/mnt/extension/experiment/COCO/val2017//000000017182.jpg	Rank the numbers of apple.	apple	1	0.002262443438914
/mnt/extension/experiment/COCO/val2017//000000562059.jpg	Rank the numbers of apple.	apple	2	0.0042016806722689
/mnt/extension/experiment/COCO/val2017//000000574297.jpg	Rank the numbers of horse.	horse	1	0.0016339869281045
